candidate_path,file_type,n_rows_if_readable,n_columns_if_readable,id_column_found,score,reason,candidate_type,excluded,exclude_reason
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/full_cohort_source_comparability_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/leave_one_trial_out_concordance.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/noncomparability_rationale_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/noncomparability_reason_by_source_pair.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/p1_source_comparability_adjudication_recommendations.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/p3_p4_source_comparability_adjudication_recommendations.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/pilot_core_safety_evidence_matrix.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/pilot_core_safety_source_status.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/pilot_manual_verification_queue.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/pilot_source_availability.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/pilot_source_concordance_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/primary_analysis_pair_candidates_full_cohort.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/primary_trial_reference_list.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/publication_core_safety_combined_seed_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/publication_core_safety_extraction_candidates.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/publication_core_safety_manual_review_queue_expansion.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/publication_fulltext_availability_expansion.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/publication_reference_expansion_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/publication_safety_snippets_expansion.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/publication_table_locator_expansion_detail.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/simulated_dual_reviewer_agreement_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/simulated_dual_reviewer_pair_adjudication.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/simulated_dual_reviewer_strata_adjudication.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/source_citation_inventory.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/source_comparability_adjudication_queue.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/source_flow_status_by_trial_source.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/source_flow_status_by_trial_source_concept.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/source_flow_status_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/stratum_level_comparability_metrics.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/structured_audit_no_duplicate_review_statement.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/table1_included_trial_characteristics.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/table1_pilot_source_coverage.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/table2_core_safety_preferred_values.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/table3_source_concordance_grade_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/table4_primary_numeric_discordance_pairs.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/table5_sensitivity_numeric_discordance_pairs.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/trial_weighted_concordance_sensitivity.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/user_supplied_publication_batch_inventory.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/visual_source_audit_matched_pages.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/visual_source_audit_review_status.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/tables/visual_source_audit_sample_pages.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/analysis_ready_comparison_set_confirmed.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/analysis_ready_source_confirmation_packet_confirmed.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/confirmed_concordance_by_safety_concept.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/confirmed_concordance_by_source_pair.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/confirmed_concordance_by_trial.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/confirmed_concordance_overall_stats.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/confirmed_pair_structured_audit_packet.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/core_safety_reporting_completeness_by_trial.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/core_safety_reporting_completeness_by_trial_source.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/count_rounding_concordance_classification.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/count_rounding_concordance_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_comparability_by_safety_concept_strata.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_comparability_by_source_pair_strata.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_comparability_criteria.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_noncomparability_reason_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_primary_outcome_ci.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_safety_concept_reporting_by_source.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_trial_level_comparability_distribution.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/drug_safety_trial_level_comparability_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/final_analysis_audit_index.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/five_state_source_reporting_status.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/five_state_source_reporting_status_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/leave_one_trial_out_concordance.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/noncomparability_rationale_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/noncomparability_reason_by_source_pair.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/simulated_dual_reviewer_agreement_summary.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/simulated_dual_reviewer_pair_adjudication.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/simulated_dual_reviewer_strata_adjudication.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/structured_audit_no_duplicate_review_statement.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/table1_included_trial_characteristics.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/New project 3/adc_safety_lifecycle/zenodo_deposit/adc_safety_lifecycle_zenodo_v0_1/data/tables/trial_weighted_concordance_sensitivity.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Documents/ecg/data/processed/ptbxl_labels.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/data/splits/ptbxl_test.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/data/splits/ptbxl_train.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/data/splits/ptbxl_val.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/results/data_feasibility_summary.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/results/data_path_discovery_candidates.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/results/local_data_layout_summary.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/tables/table_label_distribution.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/tables/table_prepare_ptbxl_plus_status.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/tables/table_prepare_ptbxl_status.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/tables/table_split_distribution.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/tables/table_structured_features_overview.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Documents/ecg/tables/table_structured_missingness.csv,csv,0,0,,0,excluded: generated project outputs are not raw PTB-XL+ features,,True,generated project outputs are not raw PTB-XL+ features
/Users/zy/Downloads/ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3/ptbxl_database.csv,csv,0,0,,0,excluded: core PTB-XL file is not PTB-XL+ structured features: ptbxl_database.csv,,True,core PTB-XL file is not PTB-XL+ structured features: ptbxl_database.csv
/Users/zy/Downloads/ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3/scp_statements.csv,csv,0,0,,0,excluded: core PTB-XL file is not PTB-XL+ structured features: scp_statements.csv,,True,core PTB-XL file is not PTB-XL+ structured features: scp_statements.csv
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/curated_numeric_safety_facts_needing_adjudication.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/fda_review_document_inventory.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/fda_review_download_manifest.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/fda_review_table_locator.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_ae_observation_label_concepts.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_aems_signal_placeholder.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_approval_event.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_drug_master.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_extraction_gaps.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_label_history.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_source_document.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/data/processed/pilot_trial_master.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/tables/pilot_adc_summary_table.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/tables/pilot_safety_concept_counts.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/templates/ae_observation.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/templates/aems_signal.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/templates/approval_event.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/templates/drug_master.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/templates/label_history.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/templates/source_document.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
/Users/zy/Library/Application Support/TRAE SOLO CN/ModularData/ai-agent/work-mode-projects/6a32c49dd7ad36f4480882e4/adc_safety_lifecycle/templates/trial_master.csv,csv,0,0,,0,excluded: unrelated path pattern: adc_safety_lifecycle,,True,unrelated path pattern: adc_safety_lifecycle
